input,given,family,orcid,name,identifier,department,degree,start,end
Vien-Phuong Nini N. Mai,Phuong,Bui Ngoc Mai,0009-0000-4618-9679,,,,,,
Vien-Phuong Nini N. Mai,Phuong,Mai Vo Truc,0009-0009-7208-0947,,,,,,
Vien-Phuong Nini N. Mai,Phuong,Luu Dinh Mai,0009-0001-3542-4044,,,,,,
Vien-Phuong Nini N. Mai,Mai Quynh Phuong,Mai Quynh Phuong,0009-0005-2968-2185,,,,,,
Marian B. Sandoval,Marian,Sandoval,0009-0007-8100-1863,,,,,,
Marian B. Sandoval,marian elena,ponce sandoval,0000-0002-3725-056X,,,,,,
Marian B. Sandoval,Marian Karen,Sandoval Morales ,0000-0002-4626-8737,,,,,,
Marian B. Sandoval,Marian Soraima ,Sandoval Feijoo,0000-0002-9959-9070,,,,,,
Natalie B. Spear,Natalie,Spear,0000-0002-8621-9593,,,,,,
Natalie B. Spear,Natalie,Spear,0000-0003-3441-4087,,,,,,
Kimberly Tsao,Kimberly,Tsao,0000-0002-5616-1888,,,,,,
Jennifer M. Brewer,Jennifer,Brewer,0000-0002-1597-4268,Saint Mary's University,,,,2012,2015
Jennifer M. Brewer,Jennifer,Brewer,0000-0002-1597-4268,Brigham Young University,grid.253294.b,Dietetics,Dietitian,1992,1999
Jennifer M. Brewer,Jennifer,Brewer,0009-0003-9083-0410,,,,,,
Jennifer M. Brewer,Jennifer,Brewer,0000-0002-4729-2587,University of Connecticut,7712,,Doctor of Medicine,,
Jennifer M. Brewer,Jennifer F.,Brewer,0000-0002-6118-9383,,,,,,
Ingrid Burke,Ingrid,Burke,0000-0003-4717-6399,,,,,,
Ingrid Burke,Ingrid,Frengle-Burke,0009-0004-6241-0264,,,,,,
Sarika Cullis-Suzuki,Sarika,Cullis-Suzuki,0000-0001-8697-1438,,,,,,
Sarah Daniels,Sarah,Daniels,0000-0002-7319-0496,,,,,,
Sarah Daniels,Sarah,Daniels,0000-0002-7266-3132,,,,,,
Sarah Daniels,Sarah,Daniels,0009-0009-7250-6485,Vrije Universiteit Brussel,https://ror.org/006e5kg04,Sociology,PhD,,
Sarah Daniels,Sarah,Daniels,0000-0002-4336-6454,,,,,,
Sarah Daniels,Sarah,Daniels,0000-0003-0073-1455,,,,,,
Sarah Daniels,Sarah,Daniels,0000-0001-6308-9493,Manchester Metropolitan University,grid.25627.34,Centre for Bioscience - Cardiovascular Sciences,PhD - Thesis Title: Risk Stratification for Thrombosis in Type 2 Diabetic Patients,2016,2019
Sarah Daniels,Sarah,Daniels,0000-0001-6308-9493,The University of Manchester,5292,Developmental Biology,MPhil - Thesis Title: The Role of ERp60 in the Drosophila JAK/STAT Pathway,2007,2009
Sarah Daniels,Sarah,Daniels,0000-0001-6308-9493,The University of Manchester,5292,Life Sciences,BSc (Hons) Biochemistry,2001,2004
Sarah Daniels,Sarah,Daniels,0000-0002-7415-1907,,,,,,
Sarah Daniels,Sarah,Daniels,0000-0003-1478-3301,,,,,,
Sarah Daniels,Sarah,Daniels,0009-0003-8384-1867,University of Cambridge,https://ror.org/013meh722,MRC Cognition and Brain Sciences Unit,MPhil in Medical Science,2025,2026
Sarah Daniels,Sarah,Daniels,0009-0003-8384-1867,University of New South Wales,,,Bachelor of Psychology (Honours),2020,2023
Sarah Daniels,Sarah,Daniels,0000-0001-9452-3344,University of Sheffield,7315,School of Health and Related Research,MSc Clinical Research,2012,2015
Sarah Daniels,Sarah,Daniels,0000-0001-9452-3344,Royal College of Surgeons of England,14211,,MRCS,2012,2013
Sarah Daniels,Sarah,Daniels,0000-0001-9452-3344,University of Edinburgh,3124,School of Medicine,MBChB,2004,2010
Sarah Daniels,Sarah,Daniels,0000-0001-9452-3344,University of Edinburgh,3124,School of Medicine ,BSc,2006,2007
Sarah Daniels,Sarah ,Aggrey-Daniels,0009-0000-1593-3362,,,,,,
Danielle F. Fuchs,Danielle,Fuchs,0000-0002-0430-8972,,,,,,
Courtney E. Hart,Courtney ,Hart,0000-0002-2528-5765,,,,,,
Courtney E. Hart,Courtney,Hart,0000-0002-2731-7273,,,,,,
Courtney E. Hart,Courtney,Hart,0000-0002-6970-1468,,,,,,
Courtney E. Hart,Courtney,Hart,0000-0001-5137-7690,,,,,,
Courtney E. Hart,Courtney,Hart,0000-0002-3281-8726,,,,,,
Ali Kattan,Ali,Kattan,0009-0003-9855-0368,,,,,,
Ali Kattan,Ali,Kattan,0000-0002-5319-350X,,,,,,
Ali Kattan,Ayaat Abd Ali ,Kattan,0009-0005-2639-3783,,,,,,
Ali Kattan,Rusul Ali Abdul Halim,Al-kattan,0009-0006-4106-1362,,,,,,
Sara Lopus,Sara,Lopus,0000-0001-7453-1961,,,,,,
Natalie M. M. Reeder,Natalie,Reeder,0000-0001-5977-6012,,,,,,
Ian Sanchez,Ian,Sanchez,0000-0002-4357-3728,,,,,,
Ian Sanchez,Ian,Aguila Sanchez,0000-0003-3078-9850,,,,,,
Ian Sanchez,Ian Gabriel,Sanchez,0000-0002-7505-0761,,,,,,
Ian Sanchez,Ian Gabriel,Sanchez,0009-0008-5015-4506,,,,,,
Ian Sanchez,Ian Arturo,Sanchez Arroyo,0000-0001-6673-075X,,,,,,
Ian Sanchez,Ian Miguel,Rosales Sanchez,0009-0007-0503-9464,,,,,,
Ian Sanchez,Lautaro Ian,olmedo Sanchez,0009-0008-6227-3430,,,,,,
Ian Sanchez,Ian Andrew Roberth,Sanchez Rios,0009-0002-5199-8037,,,,,,
Hampton Smith,Hampton,Smith,0000-0001-9684-8687,,,,,,
Julia Vo,Julia,Vo,0009-0002-6951-9524,,,,,,
Maya Almaraz,Maya,Almaraz,0000-0003-0556-633X,,,,,,
Thomas W. Bell,Thomas,Bell,0000-0002-2615-3932,University of Oxford,6396,Zoology,PhD,2002,2006
Thomas W. Bell,Thomas,Bell,0000-0003-0446-0138,,,,,,
